TradeId|Delta|Gamma|Vega|Pnl|PnlDelta|PnlVega
38|6273.3|-202.33651198391095|5158.133349889993|678.9113334989003|627.3300000000004|51.58133349889993
39|11846.12|242.1509664368416|10131.53596545218|1285.9273596545238|1184.612000000002|101.3153596545218
40|-9086.319999999998|86.59197912207703|-67.97871988865907|-909.3117871988871|-908.6320000000005|-0.6797871988865908
41|202.85999999999996|-13.645532060896814|96.14307558803388|21.247430755880355|20.286000000000016|0.9614307558803389
42|332.3999999999999|19.180318743604182|-151.2189733153288|31.727810266846756|33.240000000000045|-1.512189733153288
43|-1905.2800000000004|39.68879267163964|-1444.7443167595895|-204.975443167596|-190.5280000000001|-14.447443167595896
44|1961.8200000000002|-176.41212199273338|-1455.373268615479|181.6282673138452|196.18200000000002|-14.55373268615479
45|-1027.2|-29.050403825518163|-356.3936210167361|-106.2839362101675|-102.72000000000014|-3.5639362101673613
46|2740.92|200.58539402694888|-2725.7215917280164|246.83478408271998|274.09200000000016|-27.257215917280163
47|-37.01999999999997|0.8243263246478507|-33.4595426140619|-4.036595426140619|-3.7019999999999995|-0.33459542614061905
48|-512.4000000000001|32.93392543381527|135.32331820539684|-49.886766817946054|-51.24000000000002|1.3532331820539685
49|-13005.000000000002|1237.041022132247|-2401.4971636410837|-1324.5149716364124|-1300.5000000000016|-24.014971636410838
50|-4935.0|393.6197290475359|4408.0822121730425|-449.4191778782702|-493.5000000000006|44.08082212173043
51|-5055.120000000001|382.73280632337503|3269.5540005847147|-472.8164599941536|-505.51200000000074|32.69554000584715
52|9138.08|-364.4472232136987|-4430.357151344348|869.5044284865572|913.8080000000007|-44.30357151344348
53|2472.599999999998|84.66233516911232|520.1352846216297|252.4613528462166|247.2600000000003|5.201352846216297
54|1267.02|-15.819158153413898|1118.0501153388122|137.88250115338826|126.70200000000013|11.180501153388123
55|769.5200000000007|-55.13109939936062|115.02317919733451|78.10223179197352|76.95200000000018|1.1502317919733451
56|5002.500000000001|159.21897917917502|4601.6442978271|546.2664429782718|500.2500000000008|46.016442978271
57|-2122.2799999999997|-59.101735155328456|119.3179429768687|-211.03482057023166|-212.22800000000035|1.1931794297686869
58|7041.06|534.9707226978699|-2046.1131010940692|683.6448689890602|704.1060000000009|-20.461131010940694
59|-356.49999999999875|-13.43128963558904|-351.664045639997|-39.16664045639989|-35.64999999999992|-3.5166404563999705
60|-4735.2|-34.274570350932265|-2606.5189506000734|-499.5851895060008|-473.5200000000001|-26.065189506000735
61|1760.5999999999997|58.30769791821383|356.09286895840575|179.62092868958428|176.06000000000023|3.5609286895840575
62|-6981.84|-144.60368358019693|2393.8597470139653|-674.2454025298612|-698.1840000000009|23.938597470139655
63|562.2399999999997|-4.325592490139373|67.70785270020536|56.90107852700213|56.224000000000075|0.6770785270020536
64|-97.98000000000003|-4.746973857633209|31.104347253625782|-9.486956527463763|-9.79800000000002|0.3110434725362578
65|-10458.000000000002|615.7681700972765|-6188.880563095183|-1107.6888056309526|-1045.8000000000009|-61.88880563095183
66|-1169.0|68.31708248506982|-237.14208817373566|-119.27142088173755|-116.9000000000002|-2.3714208817373565
67|21515.0|941.2922843102788|6744.83427722553|2218.9483427722553|2151.5|67.4483427722553
68|2472.659999999999|157.4876649509739|2360.889203617714|270.8748920361771|247.26599999999993|23.60889203617714
69|-5628.799999999999|-301.4559893918295|499.3436038074656|-557.8865639619261|-562.8800000000007|4.993436038074656
70|937.4399999999991|22.385166615100438|-744.4654815990739|86.29934518400931|93.74400000000006|-7.444654815990739
71|-280.32000000000005|27.783331230825315|232.60431217003534|-25.705956878299673|-28.03200000000003|2.3260431217003537
72|1048.8000000000002|9.301853959970545|-552.4256202828662|99.35574379717147|104.88000000000014|-5.524256202828663
73|22184.399999999998|516.5482989152188|4577.063875115295|2264.210638751155|2218.440000000002|45.770638751152944
74|738.7599999999999|6.702675211432294|-278.7796991071446|71.0882030089286|73.87600000000005|-2.787796991071446
75|1399.1000000000001|-3.729608547719622|-13.164600433709902|139.77835399566314|139.91000000000022|-0.13164600433709903
76|3474.7400000000002|-309.42923125786416|2429.1039959673085|371.76503995967346|347.4740000000004|24.291039959673085
77|-10341.1|-159.553798130966|8401.954288668701|-950.0904571133133|-1034.1100000000004|84.01954288668702
78|17.199999999999996|-0.2837770373143684|-9.005369914585671|1.629946300854144|1.7200000000000006|-0.09005369914585672
79|-3143.64|-141.62029466569672|1469.3232371110334|-299.6707676288897|-314.36400000000003|14.693232371110335
80|-2224.8|-195.75741360416012|2155.6778211460746|-200.9232217885395|-222.48000000000025|21.556778211460745
81|20.680000000000017|-1.3725518155032663|13.54528772018619|2.2034528772018667|2.068000000000005|0.13545287720186192
82|14158.119999999997|360.98795823907574|412.9272091931456|1419.9412720919315|1415.8120000000001|4.129272091931456
83|6056.999999999999|345.2674296636208|-5726.510098015693|548.4348990198434|605.7000000000004|-57.26510098015693
84|4683.5|222.83454678760472|-2246.1194384747455|445.88880561525264|468.3500000000001|-22.461194384747454
85|5524.2|157.8376938420377|4813.812424793936|600.5581242479395|552.4200000000002|48.13812424793936
86|3026.7|-285.7787585003768|-1159.3860612735753|291.0761393872648|302.6700000000005|-11.593860612735753
87|-3719.939999999999|-59.67914252190414|2966.3850726164997|-342.33014927383545|-371.9940000000004|29.663850726165
88|21054.199999999997|293.3176242954566|-18596.947909070906|1919.450520909292|2105.420000000001|-185.96947909070906
89|-8386.24|-434.9282391203314|961.56583605183|-829.0083416394824|-838.6240000000007|9.615658360518301
90|-733.72|46.94342176319629|343.74287226987485|-69.93457127730132|-73.37200000000007|3.4374287226987486
91|-4207.280000000002|-363.4459802635236|2364.543706422989|-397.08256293577097|-420.72800000000086|23.645437064229892
92|6188.400000000001|-573.5536633064852|5823.483343994608|677.0748334399467|618.8400000000006|58.23483343994608
93|-2994.88|-161.18506491480957|-2151.786178005013|-321.00586178005034|-299.4880000000002|-21.51786178005013
94|-4504.0|273.05426324039274|-3612.2358899926694|-486.52235889992744|-450.4000000000007|-36.122358899926695
95|221.26|-12.606544100205829|-69.93453714563167|21.426654628543687|22.126000000000005|-0.6993453714563167
96|-2442.1800000000003|-40.68251458359069|-1607.1993318491361|-260.2899933184917|-244.2180000000004|-16.071993318491362
97|-3138.2399999999993|233.46986766781885|-551.4317930960334|-319.33831793096056|-313.82400000000024|-5.514317930960334
98|6927.880000000001|648.3258697186941|1617.0088014143605|708.9580880141448|692.7880000000011|16.170088014143605
99|-3329.2000000000003|-81.05242571047333|-2034.3045481883544|-353.26304548188403|-332.92000000000047|-20.343045481883543
100|910.84|57.341682028392384|-144.4921768735065|89.63907823126499|91.08400000000006|-1.444921768735065
101|-941.0799999999994|-50.93983488700395|875.1207617684022|-85.35679238231597|-94.10799999999999|8.751207617684022
102|-252.20000000000002|-5.380839295461189|-127.04149719125714|-26.49041497191262|-25.22000000000005|-1.2704149719125715
103|89.59999999999998|-5.675480916723871|21.024487638570786|9.170244876385716|8.960000000000008|0.21024487638570788
104|355.1999999999998|33.030185798166634|-96.39427191811602|34.556057280818834|35.519999999999996|-0.9639427191811603
105|-174.79999999999995|-9.602606358189353|-27.501374820957537|-17.75501374820959|-17.480000000000015|-0.27501374820957536
106|-2671.9|246.24571743120654|-182.1607779141593|-269.01160777914157|-267.19|-1.821607779141593
107|46.68000000000004|-0.6046361506882418|17.520469910090608|4.843204699100914|4.668000000000008|0.17520469910090608
108|6882.4|487.33390794224977|217.61471263010574|690.4161471263019|688.2400000000008|2.1761471263010574
109|2816.5|-275.1833767149489|938.7847588216985|291.0378475882173|281.6500000000003|9.387847588216985
110|15524.720000000001|-859.0767802531576|6866.298095764388|1621.1349809576461|1552.4720000000023|68.66298095764388
111|-1548.76|43.66045964189957|-663.8324364461347|-161.5143243644615|-154.87600000000015|-6.638324364461347
112|9527.759999999998|271.48566024490503|-1486.2373693499974|937.9136263065004|952.7760000000004|-14.862373693499974
113|-5133.0|-208.0860639887783|4426.249748379256|-469.03750251620784|-513.3000000000004|44.26249748379256
114|7791.540000000001|346.0357370063927|-1803.0611133979821|761.1233888660216|779.1540000000015|-18.03061113397982
115|2039.2|-83.01808619630033|300.62072214360404|206.92620722143633|203.9200000000003|3.0062072214360405
116|1887.6000000000001|-45.683188036893405|807.8985693244615|196.8389856932448|188.7600000000002|8.078985693244615
117|1999.4999999999995|170.94064252609127|-107.98672099431518|198.87013279005703|199.9500000000002|-1.0798672099431519
118|843.22|-45.786707076874194|168.31994574272483|86.00519945742731|84.32200000000006|1.6831994574272482
119|588.9600000000005|43.50506963894263|-92.07726539812245|57.975227346018855|58.89600000000008|-0.9207726539812245
120|13722.800000000001|999.6151113396935|6330.697067620198|1435.5869706762028|1372.2800000000009|63.306970676201985
121|-5864.820000000001|201.74246212273326|2828.7451601454663|-558.1945483985456|-586.4820000000003|28.287451601454663
122|-5590.199999999999|-163.6646041642575|-1951.7360309658318|-578.5373603096585|-559.0200000000002|-19.51736030965832
123|13629.84|229.15287077360065|6749.3834092804045|1430.4778340928044|1362.9840000000004|67.49383409280405
124|-743.5999999999999|12.675925698118279|584.3645963136854|-68.51635403686315|-74.36|5.843645963136854
125|-1383.84|-16.61139277821509|-444.11844785316566|-142.82518447853167|-138.38400000000001|-4.441184478531657
126|-10215.0|-205.2162039785844|8577.096959626926|-935.7290304037315|-1021.5000000000008|85.77096959626927
127|-5198.76|250.68639913635246|2754.510460385594|-492.33089539614497|-519.8760000000009|27.54510460385594
128|183.12|0.0424688465209891|157.86848064461935|19.890684806446203|18.31200000000001|1.5786848064461936
129|7975.62|634.0507704735039|7384.676133717617|871.4087613371775|797.5620000000013|73.84676133717618
130|-3147.8399999999983|297.64494144098666|2651.410830905439|-288.26989169094577|-314.78400000000016|26.514108309054393
131|2144.0|-133.73993425892874|-2131.3823882422203|193.0861761175781|214.40000000000032|-21.313823882422202
132|-1272.060000000001|-2.6678864608495174|-738.9917587321022|-134.59591758732122|-127.2060000000002|-7.3899175873210226
133|2966.54|-113.50871892402228|330.31386342106134|299.95713863421076|296.65400000000017|3.3031386342106135
134|11739.119999999999|-22.427816297932164|7589.386803361568|1249.8058680336171|1173.9120000000014|75.89386803361569
135|-127.67999999999998|6.457612069777441|51.083712597251775|-12.2571628740275|-12.768000000000018|0.5108371259725177
136|739.78|8.214269901884572|-706.6047218847036|66.91195278115305|73.97800000000008|-7.066047218847037
137|-2770.2000000000003|-110.16653178858685|2666.3611889722865|-250.3563881102774|-277.02000000000027|26.663611889722866
138|2708.64|-245.955991892492|-2455.979110764989|246.30420889235026|270.86400000000015|-24.55979110764989
139|21156.9|726.2355971998661|5478.392908562639|2170.4739290856296|2115.6900000000032|54.78392908562639
140|-6236.56|499.4781872507044|-4760.227801687785|-671.2582780168784|-623.6560000000005|-47.602278016877854
141|1758.7000000000007|-0.9955986837606781|1227.1363935152478|188.14136393515275|175.87000000000026|12.271363935152479
142|115.0600000000001|-7.741683812840639|-85.70468696227339|10.648953130377295|11.506000000000029|-0.8570468696227339
143|-8044.799999999999|-207.3239830669491|-2435.692994329151|-828.8369299432918|-804.4800000000002|-24.35692994329151
144|2198.4|-139.6998974034819|-142.05253111751563|218.41947468882486|219.84000000000003|-1.4205253111751563
145|-1502.6000000000013|75.18412760995349|448.9744035857373|-145.77025596414296|-150.26000000000033|4.489744035857373
146|10943.48|182.55242220917648|6044.2631535867995|1154.7906315358684|1094.3480000000004|60.442631535867996
147|-97.67999999999991|8.989723071453456|32.43864776164592|-9.44361352238354|-9.767999999999999|0.32438647761645917
148|-1323.0|-31.301696865628443|262.11835849293226|-129.6788164150707|-132.30000000000004|2.6211835849293226
149|-13561.800000000001|-1220.801669579707|-162.44494464262442|-1357.8044494464277|-1356.1800000000014|-1.6244494464262442
150|-2385.6000000000004|153.57703922532053|420.56363432688|-234.35436365673155|-238.56000000000034|4.2056363432688
151|-10231.2|-669.8104098540911|6397.803060136722|-959.1419693986342|-1023.1200000000014|63.978030601367216
152|9135.000000000002|-775.0550051025589|-8249.905151173563|831.0009484882653|913.5000000000009|-82.49905151173563
153|-125.60000000000011|-2.7997118775491083|25.04129561084752|-12.309587043891561|-12.560000000000036|0.2504129561084752
154|320.5000000000001|-13.129940544507972|271.01060203261744|34.76010602032622|32.05000000000005|2.7101060203261746
155|4699.5|-118.81567119049785|-2970.634952218188|440.24365047781885|469.9500000000007|-29.70634952218188
156|10554.0|919.061109365838|2723.311878789451|1082.633118787896|1055.4000000000015|27.23311878789451
157|-3461.6400000000003|60.189447449288956|-852.9544616459713|-354.6935446164603|-346.1640000000006|-8.529544616459713
158|1061.34|63.811114870854155|-630.484390035081|99.82915609964932|106.13400000000013|-6.30484390035081
159|107.76000000000009|9.888871595719593|-42.86331176071398|10.347366882392883|10.776000000000023|-0.4286331176071398
160|408.9599999999998|-9.04382021584104|-163.95176436752445|39.25648235632474|40.89599999999999|-1.6395176436752446
161|1194.5599999999997|104.53569783625613|1008.7873237706599|129.54387323770675|119.45600000000015|10.0878732377066
162|-1417.5999999999992|-61.378331197259726|-733.2314544706165|-149.09231454470626|-141.76000000000008|-7.332314544706166
163|19.519999999999964|-1.3854204922612736|13.23608132972162|2.084360813297216|1.952|0.1323608132972162
164|-16534.56|-92.1178264808765|-10614.124049319951|-1759.5972404932024|-1653.4560000000029|-106.14124049319952
165|-7389.2|114.9329916863936|2391.870158794379|-715.0012984120566|-738.9200000000004|23.918701587943794
166|-4654.0|126.46097524468044|-1401.89998475716|-479.41899984757237|-465.4000000000008|-14.0189998475716
167|19149.039999999997|-1586.0454900718278|3005.941411626837|1944.963414116268|1914.9039999999998|30.05941411626837
168|5209.799999999999|6.99847099163111|3583.8897257404915|556.818897257405|520.98|35.838897257404916
169|-3727.6200000000003|183.69338967990615|2331.7266356864766|-349.44473364313575|-372.7620000000005|23.317266356864767
170|77.52000000000007|7.527899688987801|6.709590350154619|7.819095903501566|7.752000000000019|0.06709590350154619
171|-5116.16|450.6563627999613|3259.5026818793576|-479.02097318120684|-511.61600000000044|32.59502681879358
172|-4263.4800000000005|53.90294177600076|3441.164091989978|-391.9363590801007|-426.3480000000005|34.41164091989978
173|2374.0|-129.1616498182676|1140.9568847353848|248.8095688473541|237.40000000000023|11.40956884735385
174|756.5599999999997|-15.427106320173698|-755.8554163548678|68.09744583645136|75.65600000000003|-7.558554163548678
175|291.59999999999997|-14.051602381397469|14.613045439674837|29.306130454396786|29.16000000000004|0.14613045439674838
176|13294.4|-104.73985192981203|10289.998409523783|1432.3399840952393|1329.4400000000014|102.89998409523784
177|-4327.7|357.28011203165835|1109.6867748673255|-421.6731322513269|-432.77000000000015|11.096867748673256
178|345.76000000000033|-13.783859632599567|263.5793055988603|37.21179305598866|34.57600000000006|2.635793055988603
179|-5690.079999999999|-54.7141619146668|4885.503271903201|-520.1529672809679|-569.0079999999999|48.85503271903201
180|-3344.5|-42.139553202514|-1934.8954315318488|-353.79895431531884|-334.45000000000033|-19.348954315318487
181|-528.8999999999985|38.46631490993289|67.15154198753542|-52.21848458012458|-52.88999999999994|0.6715154198753542
182|8259.199999999999|-425.43497523798715|-1501.0305335161372|810.9096946648389|825.9200000000002|-15.010305335161373
183|7015.2|-238.48366305068689|952.7538804168555|711.0475388041691|701.5200000000006|9.527538804168556
184|978.5|-25.186780582510835|412.3722261084715|101.97372226108473|97.85000000000002|4.1237222610847155
185|5045.12|38.0376868155313|111.25797412900708|505.62457974129023|504.51200000000017|1.1125797412900709
186|5738.52|-490.61019328131437|-4081.511007232373|533.0368899276774|573.8520000000011|-40.815110072323726
187|-6692.7|172.0613192431976|-3185.8339254152947|-701.1283392541538|-669.2700000000009|-31.85833925415295
188|18101.440000000002|1603.6643210288696|-10492.03292091167|1705.2236707908846|1810.1440000000014|-104.9203292091167
189|-5227.200000000001|130.13475590372227|2877.4808155623623|-493.94519184437684|-522.7200000000005|28.774808155623624
190|-2925.6000000000004|-128.45000474523843|2191.2590369779014|-270.64740963022126|-292.5600000000003|21.912590369779014
191|-12734.799999999997|-850.6088931565268|8474.291784460918|-1188.7370821553927|-1273.4800000000018|84.74291784460918
192|2280.5200000000004|132.629562185872|-651.4074801330955|221.53792519866929|228.05200000000025|-6.514074801330955
193|50.740000000000045|3.2268280640497027|1.2482806438144283|5.086482806438152|5.074000000000008|0.012482806438144284
194|-672.0|36.104546179271246|106.26060300997689|-66.13739396990033|-67.2000000000001|1.0626060300997688
195|962.4999999999989|-62.0991409662055|-58.31996219910493|95.66680037800887|96.24999999999991|-0.5831996219910492
196|-838.76|-9.227471517296024|-555.4185991263403|-89.43018599126353|-83.87600000000012|-5.554185991263402
197|-933.8|24.14319512932081|-650.0251650097173|-99.88025165009726|-93.3800000000001|-6.500251650097173
198|4399.2|371.99949418371745|68.79801450863246|440.607980145087|439.9200000000007|0.6879801450863247
199|-135.42|5.09761016598395|8.715918862950305|-13.454840811370513|-13.542000000000016|0.08715918862950306
200|1727.7600000000002|99.8332535854146|1412.7202762685024|186.90320276268514|172.77600000000012|14.127202762685025
201|-776.7000000000002|32.151225907033755|-90.43784858449423|-78.574378485845|-77.67000000000006|-0.9043784858449424
202|-224.2|15.280972947819091|214.9331575070239|-20.270668424929802|-22.42000000000004|2.149331575070239
203|1169.1000000000001|-83.2523736044244|587.9399492045513|122.78939949204565|116.91000000000014|5.879399492045514
204|4917.240000000001|46.94691240926563|-4709.377843313458|444.6302215668657|491.7240000000003|-47.093778433134574
205|-2772.2800000000016|245.31959270281834|-1066.170262007792|-287.88970262007837|-277.22800000000046|-10.66170262007792
206|-18933.24|780.4722270766841|-10377.79080494148|-1997.1019080494152|-1893.3240000000003|-103.7779080494148
207|5846.400000000001|-163.0036728670223|3410.402234729206|618.7440223472925|584.6400000000004|34.10402234729206
208|88.04|-7.896880593308839|26.285491926320848|9.066854919263221|8.804000000000013|0.2628549192632085
209|-656.0399999999995|34.079478155316465|-150.16584406134876|-67.10565844061351|-65.60400000000003|-1.5016584406134876
210|455.92|40.61536572185313|90.43244972221886|46.496324497222254|45.59200000000006|0.9043244972221887
211|-4224.06|336.8417417629594|2394.6771155055085|-398.45922884494536|-422.40600000000046|23.946771155055085
212|20212.399999999998|136.21606990406477|-7476.471174959298|1946.4752882504079|2021.240000000001|-74.76471174959298
213|-6757.6|144.869580067441|-1314.8034115459723|-688.9080341154603|-675.7600000000006|-13.148034115459723
214|9666.06|629.5241461937499|5170.944551830521|1018.3154455183068|966.6060000000016|51.70944551830521
215|3423.960000000001|-290.37586706505135|-3280.14623470078|309.5945376529928|342.3960000000006|-32.8014623470078
216|2378.88|87.49149428198675|-477.3247215952097|233.11475278404814|237.88800000000023|-4.7732472159520976
217|1741.5600000000002|-82.06000603646251|306.18014800820737|177.2178014800823|174.15600000000023|3.0618014800820736
218|0.0|-0.0|0.0|0.0|0.0|0.0
219|1283.8600000000006|116.02993156004462|642.3238490758821|134.80923849075893|128.3860000000001|6.423238490758821
220|385.00000000000006|-25.949674840370385|-359.50856585693913|34.90491434143064|38.50000000000003|-3.5950856585693916
221|-4821.540000000001|420.90393681434773|899.368576150209|-473.16031423849824|-482.15400000000034|8.99368576150209
222|-5067.7|152.48870656135978|-4335.420337183412|-550.1242033718344|-506.7700000000002|-43.35420337183412
223|12661.599999999999|-731.6063286310856|9882.290541173084|1364.9829054117308|1266.16|98.82290541173084
224|-1533.9999999999998|148.69902156902006|508.2439834965551|-148.31756016503442|-153.39999999999998|5.082439834965551
225|-1690.26|-166.85485442170534|-1191.4432165488386|-180.94043216548843|-169.02600000000004|-11.914432165488385
226|-21093.440000000002|380.8875062751454|17236.73797948368|-1936.976620205165|-2109.344000000002|172.3673797948368
227|-5585.699999999999|-4.763241536879008|-3883.112623082536|-597.4011262308262|-558.5700000000008|-38.83112623082536
228|9404.16|760.8436707077283|-7456.054195049491|865.8554580495054|940.4160000000003|-74.56054195049491
229|5001.1|123.20704385672822|-4576.116205914319|454.3488379408576|500.1100000000008|-45.76116205914319
230|-1107.1199999999974|-95.84040601329198|-1023.4983154380764|-120.9469831543806|-110.71199999999985|-10.234983154380764
231|6033.0|433.3463437398895|-4736.359451727783|555.936405482723|603.3000000000009|-47.36359451727783
232|-2637.6199999999994|-91.74515546291349|-1757.3139391625082|-281.3351393916252|-263.7620000000001|-17.573139391625084
233|3687.3599999999997|-314.9989668140046|-2070.202206207304|348.0339779379272|368.7360000000002|-20.702022062073038
234|12448.800000000001|-332.6622100945764|509.86449594296255|1249.9786449594312|1244.8800000000017|5.098644959429626
235|-4266.0|-155.43363435504403|-2182.9546649883537|-448.4295466498842|-426.60000000000065|-21.829546649883536
236|3136.7799999999997|-72.35108244714587|1681.649759958699|330.4944975995873|313.67800000000034|16.816497599586988
237|543.3000000000005|52.98025996986089|255.73216804709614|56.88732168047106|54.3300000000001|2.5573216804709613
238|5285.28|29.16073100036233|2624.2360943841536|554.7703609438418|528.5280000000002|26.242360943841536
239|3695.28|-188.01461242895172|-1373.9286377942044|355.7887136220585|369.52800000000053|-13.739286377942044
240|-13682.760000000002|910.7395652476515|2838.666515275671|-1339.8893348472445|-1368.2760000000012|28.38666515275671
241|1899.0|-155.6460086648672|-862.7241259957846|181.27275874004235|189.9000000000002|-8.627241259957845
242|2789.36|201.58739837926777|-585.2321128902566|273.08367887109785|278.93600000000043|-5.852321128902567
243|-4939.200000000001|-5.693098792328787|2900.3593167450795|-464.91640683254946|-493.92000000000024|29.003593167450795
244|2717.22|-182.50122514976968|135.77587513472014|273.0797587513472|271.722|1.3577587513472014
245|-665.26|7.604003249667437|-229.29673553204842|-68.81896735532057|-66.52600000000008|-2.292967355320484
246|4060.6800000000003|399.7284104484837|2705.0472339066628|433.11847233906684|406.0680000000002|27.05047233906663
247|1083.3200000000002|-23.964753511524712|1049.3678826781932|118.82567882678202|108.3320000000001|10.493678826781931
248|-7907.899999999999|133.92881545905087|-7881.988467484047|-869.6098846748407|-790.7900000000002|-78.81988467484047
249|-4620.96|19.661916815891768|-1780.0468496178844|-479.8964684961793|-462.09600000000046|-17.800468496178844
250|-7233.379999999999|66.04496078148554|-1898.2488675043874|-742.3204886750448|-723.3380000000009|-18.982488675043875
251|-1995.1999999999998|188.87301571715977|320.75492042560177|-196.3124507957442|-199.52000000000024|3.2075492042560176
252|16545.88|-479.600652818484|2459.589409266672|1679.183894092668|1654.5880000000013|24.59589409266672
253|-527.6800000000005|12.236980091620692|358.8714298181528|-49.17928570181863|-52.76800000000016|3.5887142981815283
254|294.88000000000005|27.395015167447532|0.6928058103101821|29.494928058103138|29.488000000000035|0.0069280581031018204
255|4342.5|-62.89028832341797|-4340.462781172901|390.84537218827165|434.2500000000007|-43.40462781172901
256|7925.760000000001|-40.70352954667057|-1728.3739176453237|775.2922608235481|792.5760000000013|-17.28373917645324
257|-5391.099999999999|419.5954062047153|-1841.5063066271848|-557.5250630662728|-539.1100000000009|-18.41506306627185
258|8175.3|-85.4399337704729|-757.622972276815|809.9537702772329|817.5300000000011|-7.57622972276815
259|107.48000000000009|-3.8203421060106755|54.83473337168753|11.296347333716898|10.748000000000022|0.5483473337168753
260|-4729.44|-3.5276699848169826|3371.5216032605485|-439.2287839673946|-472.9440000000001|33.71521603260548
261|474.20000000000005|-35.893670246711125|-317.3156647238355|44.246843352761715|47.42000000000007|-3.173156647238355
262|-150.39999999999998|3.8052045311786102|-65.48093908492578|-15.694809390849272|-15.040000000000015|-0.6548093908492578
263|397.14|-0.8661982175485209|253.56942385729562|42.24969423857303|39.71400000000007|2.5356942385729564
264|-4603.320000000001|328.46028511138377|-2952.7096016903597|-489.8590960169044|-460.3320000000008|-29.5270960169036
265|-7829.160000000001|-553.8749115631348|-1172.8674689735071|-794.6446746897356|-782.9160000000005|-11.72867468973507
266|-3676.400000000001|-291.78096857394695|-1451.3843786897671|-382.1538437868984|-367.6400000000007|-14.513843786897672
